Name 	 Score 	 Formula 																										
generalized momentum 	0	 {\displaystyle {\text{WHtR}}={\frac {\text{WC}}{h}}} 																										
generalized momentum 	0	 {\displaystyle M=1/K} 																										
generalized momentum 	0	 {\displaystyle \phi =s/r} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Ab}}=k{\sqrt {\frac {ld}{Dq_{\mathrm {V} }}}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Bl}}={\frac {v\rho l}{\eta \left(1-\varepsilon \right)}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Bm}}={\frac {\tau d}{\eta v}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Cl}}={\frac {vl\rho }{\lambda \Delta T}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {He}}={\frac {\tau _{0}d^{2}\rho }{\eta ^{2}}}} 																										
generalized momentum 	0	 {\displaystyle a={\frac {\lambda }{\rho c_{p}}}} 																										
generalized momentum 	0	 {\displaystyle A_{o}={\frac {T_{m}}{T_{m}+T_{d}}}} 																										
generalized momentum 	0	 {\displaystyle c=\omega /k} 																										
generalized momentum 	0	 {\displaystyle \tau _{xz}=\eta {\frac {\mathrm {d} v_{x}}{\mathrm {d} z}}} 																										
generalized momentum 	0	 {\displaystyle ABSI={WC \over {BMI^{2 \over 3}\times Height^{1 \over 2}}}} 																										
generalized momentum 	0	 {\displaystyle k=2\pi \sigma } 																										
generalized momentum 	0	 {\displaystyle k=\omega /c=2\pi /\lambda } 																										
generalized momentum 	0	 {\displaystyle n=N/V} 																										
generalized momentum 	0	 {\displaystyle SBSI={\frac {(H^{\frac {7}{4}}).(WC^{\frac {5}{6}})}{BSA.VTC}}} 																										
generalized momentum 	0	 {\displaystyle F_{\mu }=\mu N} 																										
generalized momentum 	0	 {\displaystyle F_{\mathrm {t} \,\mathrm {max} }=\mu _{\mathrm {s} }N} 																										
generalized momentum 	0	 {\displaystyle E_{\mathrm {e} ,\lambda }={\frac {\mathrm {d} E_{\mathrm {e} }}{\mathrm {d} \lambda }}} 																										
generalized momentum 	0	 {\displaystyle \chi =\alpha V_{\mathrm {m} }} 																										
generalized momentum 	0	 {\displaystyle c={\frac {\omega }{k}}} 																										
generalized momentum 	0	 {\displaystyle c_{\mathrm {g} }={\frac {\mathrm {d} \omega }{\mathrm {d} k}}} 																										
generalized momentum 	0	 {\displaystyle C_{\mathrm {X} }=N_{\mathrm {X} }/V} 																										
generalized momentum 	0	 {\displaystyle \lambda _{\mathrm {X} }=\exp {\frac {\mu _{\mathrm {X} }}{RT}}} 																										
generalized momentum 	0	 {\displaystyle F=C_{\mathrm {rr} }N} 																										
generalized momentum 	0	 {\displaystyle D_{T}=k_{T}D} 																										
generalized momentum 	0	 {\displaystyle \omega _{\mathrm {N} }=\gamma B} 																										
generalized momentum 	0	 {\displaystyle \mu _{c}={\frac {\mu }{c}}} 																										
generalized momentum 	0	 {\displaystyle E_{\mathrm {e} ,\nu }={\frac {\mathrm {d} E_{\mathrm {e} }}{\mathrm {d} \nu }}} 																										
generalized momentum 	0	 {\displaystyle c_{\mathrm {t} }={\frac {F_{\mathrm {T} }}{\rho n^{2}d^{4}}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Po}}={\frac {Q_{\mathrm {m} }l^{2}}{\lambda \Delta T}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Sk}}={\frac {\varepsilon \sigma T^{3}l}{\lambda }}} 																										
generalized momentum 	0	 {\displaystyle \chi _{\mathrm {mol} }={\frac {M}{\rho }}\kappa } 																										
generalized momentum 	0	 {\displaystyle {\mathit {Fo}}^{*}={\frac {Dt}{l^{2}}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Pe}}^{*}={\frac {vl}{D}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Nu}}^{*}={\frac {k'l}{\rho D}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Gz}}^{*}={\frac {vd}{D}}={\frac {d}{l}}{\mathit {Pe}}^{*}} 																										
generalized momentum 	0	 {\displaystyle j^{*}={\frac {k}{v}}\left({\frac {\nu }{D}}\right)^{2/3}} 																										
generalized momentum 	0	 {\displaystyle \chi _{\mathrm {mass} }={\frac {\kappa }{\rho }}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Bi}}^{*}={\frac {kl}{D_{\mathrm {int} }}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Be}}^{*}={\frac {\Delta pl^{2}}{\eta D}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Lo}}={\frac {\sigma \left(\Delta U\right)^{2}}{\lambda \Delta T}}} 																										
generalized momentum 	0	 {\displaystyle {\boldsymbol {H}}={\frac {\boldsymbol {B}}{\mu _{0}}}-{\boldsymbol {M}}} 																										
generalized momentum 	0	 {\displaystyle \Phi _{\mathrm {v} }={\frac {\mathrm {d} Q_{\mathrm {v} }}{\mathrm {d} t}}} 																										
generalized momentum 	0	 {\displaystyle v_{\text{e}}={\sqrt {\frac {2GM}{r}}}={\sqrt {2gr}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Re}}={\frac {vl}{\nu }}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {La}}={\frac {\gamma \rho l}{\eta ^{2}}}} 																										
generalized momentum 	0	 {\displaystyle \varkappa =1/\rho } 																										
generalized momentum 	0	 {\displaystyle \{x\mid A(x)\}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Fr}}={\frac {v}{\sqrt {lg}}}} 																										
generalized momentum 	0	 {\displaystyle \lambda =1/\alpha } 																										
generalized momentum 	0	 {\displaystyle {\boldsymbol {D}}=\varepsilon _{0}{\boldsymbol {E}}+{\boldsymbol {P}}} 																										
generalized momentum 	0	 {\displaystyle {\boldsymbol {P}}=\varepsilon _{0}\chi {\boldsymbol {E}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Ar}}={\frac {gl^{3}}{\nu ^{2}}}\left({\frac {\rho _{\mathrm {b} }}{\rho }}-1\right)} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Sr}}={\frac {fl}{v}}} 																										
generalized momentum 	0	 {\displaystyle {\vec {g}}=-{\frac {Gm_{\oplus }}{{R_{\oplus }}^{2}}}{\vec {r}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Dn}}={\frac {2vr}{\nu }}{\sqrt {\frac {r}{R}}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Ro}}={\frac {v}{2l\omega _{\mathrm {E} }\sin {\varphi }}}} 																										
generalized momentum 	0	 {\displaystyle {\boldsymbol {M}}=\kappa {\boldsymbol {H}}} 																										
generalized momentum 	0	 {\displaystyle c_{\mathrm {l} }={\frac {F_{\mathrm {l} }}{qA\cos {\alpha }}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Ca}}^{*}={\frac {\eta v}{\gamma }}={\frac {\mathit {We}}{\mathit {Re}}}} 																										
generalized momentum 	0	 {\displaystyle H_{\mathrm {v} }={\frac {\mathrm {d} Q_{\mathrm {v} }}{\mathrm {d} A}}} 																										
generalized momentum 	0	 {\displaystyle C=\pi \cdot {d}=2\pi \cdot {r}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Bi}}={\frac {Kl}{\lambda }}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Gr}}={\frac {l^{3}g\alpha _{V}\Delta T}{\nu ^{2}}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Bo}}={\frac {a\rho l^{2}}{\gamma }}\left({\frac {\rho _{\mathrm {b} }}{\rho }}-1\right)} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Kn}}={\frac {\lambda }{l}}} 																										
generalized momentum 	0	 {\displaystyle Q_{\mathrm {v} }=K_{\mathrm {m} }\int \limits _{0}^{\infty }Q_{\mathrm {e} ,\lambda }(\lambda )V(\lambda )\mathrm {d} \lambda } 																										
generalized momentum 	0	 {\displaystyle E=\varepsilon cd} 																										
generalized momentum 	0	 {\displaystyle \mathbf {v} _{\mathrm {d} }=\mu \,\mathbf {E} } 																										
generalized momentum 	0	 {\displaystyle {\mathit {Fo}}={\frac {\alpha t}{l^{2}}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {We}}={\frac {\rho v^{2}l}{\gamma }}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Cy}}={\frac {\rho v^{2}}{K}}} 																										
generalized momentum 	0	 {\displaystyle Z_{\mathrm {a} }={\frac {\bar {p}}{\bar {q}}}} 																										
generalized momentum 	0	 {\displaystyle {\boldsymbol {I}}=p{\boldsymbol {u}}} 																										
generalized momentum 	0	 {\displaystyle \operatorname {\delta } A=\sum Q_{i}\operatorname {\delta } q_{i}} 																										
generalized momentum 	0	 {\displaystyle F=k\Delta l} 																										
generalized momentum 	0	 {\displaystyle g={\frac {\mu }{J\mu _{\mathrm {B} }}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Oh}}={\frac {\eta }{\sqrt {\gamma \rho l}}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Ek}}={\frac {\nu }{2l^{2}\omega _{\mathrm {E} }\sin {\varphi }}}} 																										
generalized momentum 	0	 {\displaystyle {\mathcal {E}}({\boldsymbol {\omega }})\equiv \int _{S}|{\boldsymbol {\omega }}|^{2}\,dS} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Stw}}={\frac {B^{2}l\sigma }{v\rho }}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Ga}}={\frac {gl^{3}}{\nu ^{2}}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Hg}}=-{\frac {1}{\rho }}{\frac {\mathrm {d} p}{\mathrm {d} x}}{\frac {l^{3}}{\nu ^{2}}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Ha}}=Bl{\sqrt {\frac {\sigma }{\eta }}}} 																										
generalized momentum 	0	 {\displaystyle P_{\mathrm {a} }=\int \mathbf {I} \cdot \mathrm {d} \mathbf {A} } 																										
generalized momentum 	0	 {\displaystyle \mu =\lim _{n\rightarrow \infty }{\frac {\left|x_{n+1}-x^{*}\right|}{\left|x_{n}-x^{*}\right|^{q}}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Rm}}=vl\mu \sigma ={\frac {vl}{\nu _{\mathrm {m} }}}} 																										
generalized momentum 	0	 {\displaystyle \Lambda _{\mathrm {m} }={\frac {\kappa }{c_{\mathrm {B} }}}} 																										
generalized momentum 	0	 {\displaystyle w={\frac {1}{2}}\rho _{\mathrm {m} }u^{2}+{\frac {1}{2}}{\frac {p^{2}}{\rho _{\mathrm {m} }c^{2}}}} 																										
generalized momentum 	0	 {\displaystyle E=\int _{t_{1}}^{t_{2}}p^{2}\mathrm {d} t} 																										
generalized momentum 	0	 {\displaystyle a_{c}={\frac {v^{2}}{r}}} 																										
generalized momentum 	0	 {\displaystyle J=-A/T} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Ab}}=k{\sqrt {\frac {ld}{Dq_{\mathrm {V} }}}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Bl}}={\frac {v\rho l}{\eta \left(1-\varepsilon \right)}}} 																										
generalized momentum 	0	 {\displaystyle Q={\frac {\left(Bl\right)^{2}\sigma }{\rho \nu }}} 																										
generalized momentum 	0	 {\displaystyle Z_{\mathrm {m} }=Z_{\mathrm {a} }A^{2}} 																										
generalized momentum 	0	 {\displaystyle L_{p}=10\lg {\frac {p_{\mathrm {RMS} }^{2}}{p_{0}^{2}}}\mathrm {dB} } 																										
generalized momentum 	0	 {\displaystyle G=1/R} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Ree}}={\frac {\sqrt {gl}}{v}}} 																										
generalized momentum 	0	 {\displaystyle B=Zm({}^{1}\mathrm {H} )+Nm_{\mathrm {n} }-m_{\mathrm {a} }} 																										
generalized momentum 	0	 {\displaystyle \mathrm {EG} ={\frac {w_{A}-w_{B}}{v_{tot}}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Be}}={\frac {\Delta pl^{2}}{\eta \nu }}} 																										
generalized momentum 	0	 {\displaystyle {\dot {q}}_{i}={\frac {\mathrm {d} q_{i}}{\mathrm {d} t}}} 																										
generalized momentum 	0	 {\displaystyle L(q_{i},{\dot {q}}_{i})=T(q_{i},{\dot {q}}_{i})-V(q_{i})} 																										
generalized momentum 	0	 {\displaystyle a=A/m} 																										
generalized momentum 	0	 {\displaystyle I_{\mathrm {tot} }=I+I_{D}} 																										
generalized momentum 	0	 {\displaystyle {\boldsymbol {J}}_{\mathrm {m} }=\mu _{0}{\boldsymbol {M}}} 																										
generalized momentum 	0	 {\displaystyle \Lambda =1/R_{\mathrm {m} }} 																										
generalized momentum 	0	 {\displaystyle Q=\left\vert X\vert \right/R} 																										
generalized momentum 	0	 {\displaystyle V={\frac {\int _{0}^{\infty }\Phi _{\mathrm {e} ,\lambda }(\lambda )V(\lambda )\mathrm {d} \lambda }{\int _{0}^{\infty }\Phi _{\mathrm {e} ,\lambda }(\lambda )\mathrm {d} \lambda }}={\frac {K}{K_{\mathrm {m} }}}} 																										
generalized momentum 	0	 {\displaystyle K(\lambda )=K_{\mathrm {m} }V(\lambda )} 																										
generalized momentum 	0	 {\displaystyle \mathbf {I} ={\frac {1}{t_{2}-t_{1}}}\int _{t_{1}}^{t_{2}}\mathbf {i} (t)\mathrm {d} t} 																										
generalized momentum 	0	 {\displaystyle Z_{\mathrm {c} }={\frac {p}{u}}} 																										
generalized momentum 	0	 {\displaystyle F_{\mathrm {m} }=F/n} 																										
generalized momentum 	0	 {\displaystyle {\boldsymbol {J}}^{2}=\hbar ^{2}I(I+1)} 																										
generalized momentum 	0	 {\displaystyle g={\frac {\mu }{I\mu _{\mathrm {N} }}}} 																										
generalized momentum 	0	 {\displaystyle q:0&lt	\lim _{n\rightarrow \infty }{\frac {\left|x_{n+1}-x^{*}\right|}{\left|x_{n}-x^{*}\right|^{q}}}&lt	\infty } 																								
generalized momentum 	0	 {\displaystyle S_{m}={\frac {S}{\rho }}} 																										
generalized momentum 	0	 {\displaystyle \operatorname {Alt} \alpha ={\frac {1}{k!}}\sum _{\sigma \in S_{k}}(\operatorname {sgn} \sigma )(^{\sigma }\alpha )} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Bg}}={\frac {c_{\mathrm {D} }\rho v^{2}}{lg\rho _{\mathrm {b} }}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Go}}={\frac {vl_{\mathrm {b} }}{\nu }}{\sqrt {\frac {l_{\mathrm {b} }}{r_{\mathrm {c} }}}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Stk}}_{4}={\frac {F_{\mathrm {D} }}{\eta vl}}} 																										
generalized momentum 	0	 {\displaystyle \omega (n)=\omega (p_{1}^{\alpha _{1}}p_{2}^{\alpha _{2}}\cdots p_{k}^{\alpha _{k}})=\sum _{p|n}1=k} 																										
generalized momentum 	0	 {\displaystyle \omega (n)=\sum _{p|n}1} 																										
generalized momentum 	0	 {\displaystyle \Omega (n)=\Omega (p_{1}^{\alpha _{1}}p_{2}^{\alpha _{2}}\cdots p_{k}^{\alpha _{k}})=\sum _{k}\alpha _{k}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Fr}}^{*}={\frac {gl}{\alpha }}} 																										
generalized momentum 	0	 {\displaystyle K_{Q}={\frac {\Phi }{v^{3}l^{2}\rho }}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Po}}={\frac {Q_{\mathrm {m} }l^{2}}{\lambda \Delta T}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Bz}}={\frac {\rho vc_{p}}{\varepsilon \sigma T^{3}}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Sk}}={\frac {\varepsilon \sigma T^{3}l}{\lambda }}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Pe}}^{*}={\frac {vl}{D}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Gr}}^{*}=-{\frac {l^{3}g\Delta x}{\rho \nu ^{2}}}\left({\frac {\partial \rho }{\partial x}}\right)_{T,p}} 																										
generalized momentum 	0	 {\displaystyle j^{*}={\frac {k}{v}}\left({\frac {\nu }{D}}\right)^{2/3}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Bi}}^{*}={\frac {kl}{D_{\mathrm {int} }}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Bt}}={\frac {vl\sigma \mu }{\varepsilon _{\mathrm {r} }\mu _{\mathrm {r} }}}} 																										
generalized momentum 	0	 {\displaystyle {\begin{array}{lcl}{\mathit {Ne}}={\frac {vl}{D^{*}}}\\D^{*}={\frac {D^{+}+D^{-}}{2}}\end{array}}} 																										
generalized momentum 	0	 {\displaystyle N_{mg}=B{\sqrt {\frac {l\sigma }{\eta v}}}} 																										
generalized momentum 	0	 {\displaystyle \mathrm {d} Q=I\mathrm {d} t} 																										
generalized momentum 	0	 {\displaystyle \varepsilon _{0}={\frac {1}{\mu _{0}c_{0}^{2}}}} 																										
generalized momentum 	0	 {\displaystyle {\boldsymbol {H}}={\frac {\boldsymbol {B}}{\mu _{0}}}-{\boldsymbol {M}}} 																										
generalized momentum 	0	 {\displaystyle F_{\mathrm {kf} }=\mu _{\mathrm {kf} }F_{\mathrm {N} }} 																										
generalized momentum 	0	 {\displaystyle J_{\mathrm {Q} }=\int r_{\mathrm {Q} }^{2}\mathrm {d} m} 																										
generalized momentum 	0	 {\displaystyle (\nabla \times \mathbf {F} )\cdot \mathbf {\hat {n}} \ {\overset {\underset {\mathrm {def} }{}}{=}}\lim _{A\to 0}\left({\frac {1}{|A|}}\oint _{C}\mathbf {F} \cdot d\mathbf {r} \right)} 																										
generalized momentum 	0	 {\displaystyle H=QD} 																										
generalized momentum 	0	 {\displaystyle \delta ={\frac {1}{\tau }}} 																										
generalized momentum 	0	 {\displaystyle L_{\mathrm {v} }={\frac {\mathrm {d} I_{\mathrm {v} }}{\mathrm {d} A}}{\frac {1}{\cos(\alpha )}}} 																										
generalized momentum 	0	 {\displaystyle F=\mu N} 																										
generalized momentum 	0	 {\displaystyle \mathbf {q} =-\lambda \operatorname {grad} (T)} 																										
generalized momentum 	0	 {\displaystyle \mathbf {g} (\mathbf {r} )=-\nabla {\Phi (\mathbf {r} )}} 																										
generalized momentum 	0	 {\displaystyle K={\frac {q}{\Delta T}}} 																										
generalized momentum 	0	 {\displaystyle a_{0}={\frac {4\pi \varepsilon _{0}\hbar ^{2}}{m_{\mathrm {e} }e^{2}}}} 																										
generalized momentum 	0	 {\displaystyle \rho ={\frac {\Phi _{\mathrm {r} }}{\Phi _{\mathrm {m} }}}} 																										
generalized momentum 	0	 {\displaystyle \mu _{\mathrm {B} }={\frac {e\hbar }{2m_{\mathrm {e} }}}} 																										
generalized momentum 	0	 {\displaystyle \lambda =\left\vert P\right\vert /\left\vert S\right\vert } 																										
generalized momentum 	0	 {\displaystyle c_{\mathrm {l} }={\frac {F_{\mathrm {l} }}{qA\cos {\alpha }}}} 																										
generalized momentum 	0	 {\displaystyle E_{\mathrm {e} }={\frac {\mathrm {d} \Phi _{\mathrm {e} }}{\mathrm {d} A}}} 																										
generalized momentum 	0	 {\displaystyle U={\frac {1}{2}}k\Delta x^{2}} 																										
generalized momentum 	0	 {\displaystyle I={\frac {1}{2}}\sum _{i}{z_{i}^{2}b_{i}}} 																										
generalized momentum 	0	 {\displaystyle A=\log _{10}\!\left({\frac {\Phi _{\mathrm {e} }^{\mathrm {i} }}{\Phi _{\mathrm {e} }^{\mathrm {t} }}}\right)} 																										
generalized momentum 	0	 {\displaystyle A_{10}(\lambda )=-\lg {\tau (\lambda )}} 																										
generalized momentum 	0	 {\displaystyle Z_{\mathrm {a} }={\frac {\bar {p}}{\bar {q}}}} 																										
generalized momentum 	0	 {\displaystyle \lVert A\rVert _{F}={\sqrt {{\text{Tr}}(AA^{*})}}} 																										
generalized momentum 	0	 {\displaystyle I_{\mathrm {p} }=\iint \limits _{\mathrm {M} }r_{\mathrm {Q} }^{2}\mathrm {d} A} 																										
generalized momentum 	0	 {\displaystyle \mu _{\mathrm {N} }={\frac {e\hbar }{2m_{\mathrm {p} }}}} 																										
generalized momentum 	0	 {\displaystyle F=k\Delta l} 																										
generalized momentum 	0	 {\displaystyle I_{\mathrm {e} }={\frac {\mathrm {d} \Phi _{\mathrm {e} }}{\mathrm {d} \Omega }}} 																										
generalized momentum 	0	 {\displaystyle f_{\mathrm {D} }={\frac {2\Delta p}{\rho v^{2}}}{\frac {d}{l}}} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Eu}}={\frac {\Delta p}{\rho v^{2}}}} 																										
generalized momentum 	0	 {\displaystyle L_{\mathrm {e} }={\frac {\mathrm {d} I_{\mathrm {e} }}{\mathrm {d} A}}{\frac {1}{\cos \alpha }}} 																										
generalized momentum 	0	 {\displaystyle \tau ={\frac {\Phi _{\mathrm {t} }}{\Phi _{\mathrm {m} }}}} 																										
generalized momentum 	0	 {\displaystyle Z=I_{\mathrm {a} }/r_{\mathrm {Q} ,\mathrm {max} }} 																										
generalized momentum 	0	 {\displaystyle FEV1/FVC} 																										
generalized momentum 	0	 {\displaystyle E=\sigma /\varepsilon } 																										
generalized momentum 	0	 {\displaystyle L_{P}=10\lg {\frac {P}{P_{0}}}\mathrm {dB} } 																										
generalized momentum 	0	 {\displaystyle {\mathit {Poi}}=-{\frac {\Delta p}{l}}{\frac {d^{2}}{\eta v}}} 																										
generalized momentum 	0	 {\displaystyle {\frac {\partial {\hat {\rho }}}{\partial t}}=-{\frac {i}{\hbar }}\left[{\hat {H}},{\hat {\rho }}\right]} 																										
generalized momentum 	0	 {\displaystyle d_{1}^{k}=1:d_{n}^{k}=\Delta ^{k}p_{n}} 																										
generalized momentum 	0	 {\displaystyle P(t)=P_{0}e^{rt}} 																										
generalized momentum 	0	 {\displaystyle \sum _{i=1}^{n}m_{i}(\mathbf {r} _{i}-\mathbf {R} )=0} 																										
generalized momentum 	0	 {\displaystyle {\boldsymbol {s}}^{2}=\hbar ^{2}s(s+1)} 																										
generalized momentum 	0	 {\displaystyle A_{o}={\frac {T_{m}}{T_{m}+T_{d}}}} 																										
generalized momentum 	0	 {\displaystyle {\frac {MCV}{RBC}}} 																										
generalized momentum 	0	 {\displaystyle M_{\mathrm {e} }={\frac {\mathrm {d} \Phi _{\mathrm {e} }}{\mathrm {d} A}}} 																										
generalized momentum 	0	 {\displaystyle \alpha ={\frac {\Phi _{\mathrm {a} }}{\Phi _{\mathrm {m} }}}} 																										
generalized momentum 	0	 {\displaystyle L_{\mathrm {e} ,\lambda }={\frac {\mathrm {d} L_{\mathrm {e} }}{\mathrm {d} \lambda }}} 																										
generalized momentum 	0	 {\displaystyle a_{\text{P}}={\sqrt {\frac {c^{7}}{\hbar G}}}} 																										
generalized momentum 	0	 {\displaystyle Q_{\mathrm {e} }=\int _{\Delta t}\Phi _{\mathrm {e} }\mathrm {d} t} 																										
generalized momentum 	0	 {\displaystyle {\mathit {Be}}={\frac {\Delta pl^{2}}{\eta \nu }}} 																										
generalized momentum 	0	 {\displaystyle SBSI={\frac {(H^{\frac {7}{4}}).(WC^{\frac {5}{6}})}{BSA.VTC}}} 																										
generalized momentum 	0	 {\displaystyle {\underline {S}}={\underline {U}}{\underline {I}}^{*}=P+jQ} 																										
generalized momentum 	0	 {\displaystyle {\boldsymbol {j}}_{\mathrm {m} }=\mu _{0}{\boldsymbol {m}}} 																										
generalized momentum 	0	 {\displaystyle h={\frac {q}{T_{\mathrm {s} }-T_{\mathrm {r} }}}} 																										
generalized momentum 	0	 {\displaystyle \mu _{\mathrm {r} }=\mu /\mu _{0}} 																										
generalized momentum 	0	 {\displaystyle {\boldsymbol {J}}_{\mathrm {m} }=\mu _{0}{\boldsymbol {M}}} 																										
generalized momentum 	0	 {\displaystyle Q'={\sqrt {\left\vert {\underline {S}}\right\vert ^{2}-P^{2}}}} 																										
generalized momentum 	0	 {\displaystyle \Phi _{\mathrm {e} ,\lambda }={\frac {\mathrm {d} \Phi _{\mathrm {e} }}{\mathrm {d} \lambda }}} 																										
generalized momentum 	0	 {\displaystyle I_{\mathrm {e} ,\lambda }={\frac {\mathrm {d} I_{\mathrm {e} }}{\mathrm {d} \lambda }}} 																										
generalized momentum 	0	 {\displaystyle H_{\mathrm {e} ,\lambda }={\frac {\mathrm {d} H_{\mathrm {e} }}{\mathrm {d} \lambda }}} 																										
generalized momentum 	0	 {\displaystyle V={\frac {\int _{0}^{\infty }\Phi _{\mathrm {e} ,\lambda }(\lambda )V(\lambda )\mathrm {d} \lambda }{\int _{0}^{\infty }\Phi _{\mathrm {e} ,\lambda }(\lambda )\mathrm {d} \lambda }}={\frac {K}{K_{\mathrm {m} }}}} 																										
generalized momentum 	0	 {\displaystyle L_{\mathrm {p} }={\frac {\mathrm {d} I_{\mathrm {p} }}{\mathrm {d} A}}{\frac {1}{\cos {\alpha }}}} 																										
generalized momentum 	0	 {\displaystyle x={\frac {X}{X+Y+Z}}} 																										
generalized momentum 	0	 {\displaystyle A_{\mathrm {n} }(\lambda )=-\ln {\tau (\lambda )}} 																										
generalized momentum 	0	 {\displaystyle \beta _{\mathrm {e} }={\frac {L_{\mathrm {e} ,\mathrm {n} }}{L_{\mathrm {e} ,\mathrm {d} }}}} 																										
generalized momentum 	0	 {\displaystyle I_{\mathrm {a} }=\iint \limits _{\mathrm {M} }r_{\mathrm {Q} }^{2}\mathrm {d} A} 																										
generalized momentum 	0	 {\displaystyle f^{call}\left(S_{T},k\right)=\left(S_{T}-k\right)^{+}} 																										
generalized momentum 	0	 {\displaystyle f^{put}\left(S_{T},k\right)=\left(k-S_{T}\right)^{+}} 																										
generalized momentum 	0	 {\displaystyle f_{T}=S_{T}-S_{0}-\left(S_{T}-K\right)^{+}+C=K-S_{0}-\left(K-S_{T}\right)^{+}+C} 																										
generalized momentum 	0	 {\displaystyle P_{max}=K-S_{0}+C} 																										
generalized momentum 	0	 {\displaystyle f_{T}=S_{0}-S_{T}-\left(K-S_{T}\right)^{+}+C=S_{0}-K-\left(S_{T}-K\right)^{+}+C} 																										
generalized momentum 	0	 {\displaystyle P_{max}=S_{0}-K+C} 																										
generalized momentum 	0	 {\displaystyle f_{T}=S_{T}-S_{0}+\left(K-S_{T}\right)^{+}-D=K-S_{0}+\left(S_{T}-K\right)^{+}-D} 																										
generalized momentum 	0	 {\displaystyle L_{max}=S_{0}-K+D} 																										
generalized momentum 	0	 {\displaystyle f_{T}=S_{0}-S_{T}+\left(S_{T}-K\right)^{+}-D=S_{0}-K+\left(K-S_{T}\right)^{+}-D} 																										
generalized momentum 	0	 {\displaystyle L_{max}=K-S_{0}+D} 																										
generalized momentum 	0	 {\displaystyle {\boldsymbol {J}}^{2}=\hbar ^{2}I(I+1)} 																										
generalized momentum 	0	 {\displaystyle \Delta _{\mathrm {r} }={\frac {\Delta }{m_{\mathrm {u} }}}} 																										
generalized momentum 	0	 {\displaystyle \Gamma ={\frac {\hbar }{\tau }}} 																										
generalized momentum 	0	 {\displaystyle a_{\mathrm {S} }={\frac {A}{S}}} 																										
generalized momentum 	0	 {\displaystyle \rho (\xi )=\sum _{j=0}^{s}\alpha _{j}\xi ^{j},\quad \sigma (\xi )=\sum _{j=0}^{s}\beta _{j}\xi ^{j}} 																										
generalized momentum 	0	 {\displaystyle {\dot {K}}={\frac {\mathrm {d} K}{\mathrm {d} t}}} 																										
generalized momentum 	0	 {\displaystyle L_{\mathrm {e} ,\nu }={\frac {\mathrm {d} L_{\mathrm {e} }}{\mathrm {d} \nu }}} 																										
generalized momentum 	0	 {\displaystyle H_{\mathrm {e} ,\nu }={\frac {\mathrm {d} H_{\mathrm {e} }}{\mathrm {d} \nu }}} 																										
