Name 	Score	 Formula 	 Mode(new) 	 Mode(old) 	 Identifiers 
momentum	0	\nu_{0}=\nu(a)/[a(1+\Phi)] (astro-ph0602117.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	H(t)=(\dot{a}/a) (astro-ph0602117.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	a(t)=a_{0}t^{p} (astro-ph0602117.tei)	7	6	'{''momentum'': [''a'', ''p''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\omega_{k}^{2}=k^{2}/a^{2} (astro-ph0602117.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	T^{a}_{b}= (astro-ph0602117.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	u=q=\hat{p}=1 (astro-ph0602285.tei)	7	6	'{''momentum'': [''p''], ''mass'': [''u''], ''velocity'': [''u'']}'
momentum	0	g(a)=\Delta(a)/a (astro-ph0602415.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	H=H_{\rm kin}\frac{a_{\rm kin}^{6}}{a_{4.5}^{6}}\frac{a_{4.5}^{6}}{a^{6}}. (astro-ph0602579.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\rho_{\phi}=\rho_{4.5}\frac{a_{4.5}^{6}}{a^{6}}. (astro-ph0602579.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\displaystyle\frac{a_{\rm eq3}^{3}}{a_{4.5}^{3}}=\frac{H_{4.5}}{H_{\rm eq3}}, (astro-ph0602579.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	k=aH. (astro-ph0602594.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	a=a_{0}|\eta|^{2/(1+3w)} (astro-ph0603171.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	a=J/M (astro-ph0603411.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''M'', ''a''], ''velocity'': [''a'']}'
momentum	0	\sum_{k=1}^{\infty}a_{k} (astro-ph0603572.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\{a_{k}\}_{k=1}^{\infty}\,, (astro-ph0603572.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	a=p\rho/2 (astro-ph0603572.tei)	7	6	'{''momentum'': [''a'', ''p''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\displaystyle v-v^{\prime}=ar-\frac{a^{2}r^{2}}{3v}+\frac{a^{3}r^{3}}{27v^{2}}\,. (astro-ph0603572.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''v'', ''a'']}'
momentum	0	\varphi(x^{0})=\varphi_{0}a(x^{0}) (astro-ph0604204.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	m(\zeta)=a(\zeta)m_{0} (astro-ph0604204.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''m'', ''a''], ''velocity'': [''a'']}'
momentum	0	R=ar (astro-ph0604204.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	a(\eta)=\sqrt{1+2H_{0}(\eta-\eta_{0})} (astro-ph0604204.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	H_{\rm I}^{-1}=a^{2}_{\rm I}(H_{0})^{-1} (astro-ph0604204.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	a(t)\,=\,a_{0}t^{\alpha} (astro-ph0604431.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\tau=\int(a_{0}/a)dt (astro-ph0604457.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	1+z=\tilde{a}(\tau_{0})/\tilde{a}(\tau) (astro-ph0604492.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\bar{a}=a/l_{Pl} (astro-ph0604492.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''P'', ''a''], ''velocity'': [''a'']}'
momentum	0	\Omega_{m}(a_{0})=0.26 (astro-ph0604517.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''m'', ''a''], ''velocity'': [''a'']}'
momentum	0	\displaystyle\lambda=\lambda_{0}\;a^{-2(1-s)} (astro-ph0605018.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\displaystyle e=e_{0}\;a^{-(1-s)}. (astro-ph0605018.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''e'', ''a'']}'
momentum	0	k_{\ast}=a_{\ast}m (astro-ph0605205.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''m'', ''a''], ''velocity'': [''a'']}'
momentum	0	\ln a=\lambda (astro-ph0605366.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\tau=\ln a (astro-ph0605450.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\displaystyle\varrho_{\text{m}}=\Omega_{\text{m},0}a^{-3}\,, (astro-ph0606003.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\displaystyle\varrho_{\text{r}}=\Omega_{\text{r},0}a^{-4}\,, (astro-ph0606003.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	N\equiv\ln a/a_{0}=\ln a (astro-ph0606003.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	a=t^{p} (astro-ph0606003.tei)	7	6	'{''momentum'': [''a'', ''p''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	u^{\mu}=(a^{-1},0,0,0) (astro-ph0606168.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a'', ''u''], ''velocity'': [''a'', ''u'']}'
momentum	0	a=H/c (astro-ph0606223.tei)	7	6	'{''momentum'': [''a'', ''c''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	a_{i}=c_{i}=0 (astro-ph0606306.tei)	7	6	'{''momentum'': [''a'', ''c''], ''mass'': [''i'', ''a''], ''velocity'': [''a'']}'
momentum	0	\dot{n}_{a}+3Hn_{a}=0 (astro-ph0606306.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''n'', ''a'']}'
momentum	0	a=a_{eq} (astro-ph0606392.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''e'', ''a'']}'
momentum	0	H=a^{\prime}(\tau)/a^{2}(\tau) (astro-ph0606534.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\tau=-1/aH (astro-ph0606534.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	q=-\ddot{a}/(aH^{2}) (astro-ph0606555.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	N=\ln(a) (astro-ph0606584.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	m=m_{0}a^{\alpha} (astro-ph0606698.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''m'', ''a''], ''velocity'': [''a'']}'
momentum	0	a,b,\ldots=1,2,3 (astro-ph0607064.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	a(\eta_{\infty})=\infty (astro-ph0607227.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	D^{{\rm tot}}_{a}=0 (astro-ph0607380.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	a(t)\dot{r}(t)=1 (astro-ph0607380.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	h^{a}D_{a}\not=0 (astro-ph0607380.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	b=-2a,\beta=0 (astro-ph0607380.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	b=-2a=\beta=0 (astro-ph0607380.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	X^{a},W_{a}=0 (astro-ph0607380.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	e=|\beta|/\sqrt{a} (astro-ph0607380.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''e'', ''a'']}'
momentum	0	\alpha:=-\epsilon\sqrt{a}\not=0 (astro-ph0607380.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	(Q=a^{2},P_{Q}) (astro-ph0607380.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''P'', ''a''], ''velocity'': [''a'']}'
momentum	0	(a,P=2aP_{Q}) (astro-ph0607380.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''P'', ''a''], ''velocity'': [''a'']}'
momentum	0	b=-2a,\;V=0 (astro-ph0607380.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	|C|=a^{3}|c| (astro-ph0607380.tei)	7	6	'{''momentum'': [''a'', ''c''], ''mass'': [''C'', ''a''], ''velocity'': [''a'']}'
momentum	0	a=\left(\frac{t}{t_{i}}\right)^{2/3}, (astro-ph0607532.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''i'', ''a''], ''velocity'': [''a'']}'
momentum	0	\displaystyle a_{1}^{*},\&gt;a_{2}^{*}=-1\pm\frac{1}{2}\nu_{D}, (astro-ph0607532.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	H_{0}=\dot{a}(t_{0})/a(t_{0}) (astro-ph0608138.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\mu_{\rm{1992aq}}=38.73\pm 0.20 (astro-ph0608031.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\mu_{\rm{1996ab}}=39.20\pm 0.22 (astro-ph0608031.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\mu_{\rm{2003az}}=45.20\pm 0.20 (astro-ph0608031.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	a(t_{\eta})=10^{29}\eta (astro-ph0608138.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\hat{a}(\tau)=fa(\tau) (astro-ph0608138.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	H_{av}=0 (astro-ph0608138.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''v'', ''a'']}'
momentum	0	\displaystyle w(a)=-1+{1\over 30}a^{2\alpha}\;, (astro-ph0608439.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	{\cal{H}}=H(a)^{2}/H_{0}^{2} (astro-ph0608469.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\rho=\rho_{0}(a_{0}/a)^{2(1+w)} (astro-ph0609553.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\dot{\rho}=-3\frac{\dot{a}}{a}\rho(1+w) (astro-ph0609755.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\rho(a)=\rho_{m}(a)\sim a^{-3} (astro-ph0610092.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''m'', ''a''], ''velocity'': [''a'']}'
momentum	0	f(k,a)=1 (astro-ph0610092.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	{\dot{\rho}}=-3\frac{\dot{a}}{a}(\rho+p(\rho)) (astro-ph0610092.tei)	7	6	'{''momentum'': [''a'', ''p''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\ddot{a}(t=t_{f})=0 (astro-ph0610339.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\displaystyle\frac{\ddot{a}}{a}=-\frac{1}{3}\,(\rho+3p) (astro-ph0611021.tei)	7	6	'{''momentum'': [''a'', ''p''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	H(z)=\frac{\dot{a}}{a} (astro-ph0611238.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\displaystyle H(\tau)=\frac{a^{\prime}}{a^{2}}, (astro-ph0611645.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	N=a(1-\Phi) (astro-ph0611685.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	a=1/(-H\eta) (astro-ph0611701.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	H=k/a (astro-ph0611701.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	{\ddot{a}}/{a}=-(\rho+3p)/3. (astro-ph0611770.tei)	7	6	'{''momentum'': [''a'', ''p''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\rho_{d}(a)={\bar{\rho}}/a^{3}, (astro-ph0611770.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\rho(a=1)=\rho_{c}=1 (astro-ph0611770.tei)	7	6	'{''momentum'': [''a'', ''c''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\rho_{\phi}(a=0)=0. (astro-ph0611770.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	{\bar{q}}(a)=1-\frac{3}{2}\frac{1}{1-f(a)} (astro-ph0611770.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	a(N)=a_{\star}e^{N_{\star}-N}\,, (astro-ph0612067.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''e'', ''a'']}'
momentum	0	w(z)=w_{0}+w_{a}z/(1+z)^{2} (astro-ph0612196.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	w(z)=w_{0}+w_{a}z/(1+z) (astro-ph0612642.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	w(z)=w_{0}+\frac{w_{a}z}{1+z}. (astro-ph0612196.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	w(z)=w_{0}+\frac{w_{a}z}{(1+z)^{2}}\ . (astro-ph0612196.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\dot{\phi}^{2}=Q^{2}/(a^{6}\phi^{2}) (astro-ph0612746.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\rho_{r}=\rho_{0}a^{-4} (astro-ph0701013.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	k/(aH)=100 (astro-ph0701343.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	a_{0}=1.2\times 10^{-10}\,{\rm m\,s}^{-2} (astro-ph0701848.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''m'', ''a''], ''velocity'': [''a'']}'
momentum	0	a(\tau)={3\tau^{2}\over\tilde{M}}\,. (astro-ph0702555.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''M'', ''a''], ''velocity'': [''a'']}'
momentum	0	u=u_{0}\left(1+c_{2}u_{0}^{2}+c_{4}u_{0}^{4}+\dots\right)\,, (astro-ph0702555.tei)	7	6	'{''momentum'': [''c''], ''mass'': [''u''], ''velocity'': [''u'']}'
momentum	0	\mu_{\rm{1992aq}}=38.70\pm 0.20 (astro-ph0702728.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\mu_{\rm{1996ab}}=39.19\pm 0.22 (astro-ph0702728.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	w_{\mathrm{DE}}(a)=w_{0}+w_{1}(1-a)~{}, (astro-ph0703202.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	w_{1}=-dw/da (astro-ph0703202.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	a,b=0,...,3 (astro-ph0703466.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	y^{a}=z=0 (astro-ph0703466.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\varphi_{a}=\mathrm{const} (astro-ph0703563.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	a,b,c,=1,2 (astro-ph0703563.tei)	7	6	'{''momentum'': [''a'', ''c''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\varphi_{a}=\chi_{a}=0 (astro-ph0703563.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	w_{a}=u_{a} (astro-ph0703563.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a'', ''u''], ''velocity'': [''a'', ''u'']}'
momentum	0	\eta_{a}=\eta_{b}=\eta (astro-ph0703563.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	a(t_{s})=1 (astro-ph0703586.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\phi_{a}\phi_{a}=\eta^{2} (astro-ph9208003.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	a(t)=a_{0}\,t^{p}\;. (astro-ph9602111.tei)	7	6	'{''momentum'': [''a'', ''p''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\frac{\dot{a}^{2}}{a^{2}}=\frac{8\pi}{3}\rho\;, (astro-ph9602111.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\eta=-1/aH (astro-ph9605094.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	K_{a}({\vec{r}})=0 (astro-ph9609129.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	A=R_{0}^{2-2a_{2}}, (astro-ph9803014.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\displaystyle v_{a}(r)=-{1\over r}\quad\mbox{for}\;r\geq a (astro-ph9807048.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''v'', ''a'']}'
momentum	0	\displaystyle v_{a}(r)=+{1\over a}\quad\mbox{for}\;r\leq a (astro-ph9807048.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''v'', ''a'']}'
momentum	0	A(u)=A_{0}+a(u^{\prime}) (astro-ph9808345.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a'', ''u''], ''velocity'': [''a'', ''u'']}'
momentum	0	\displaystyle c=c_{0}a^{m} (astro-ph9811072.tei)	7	6	'{''momentum'': [''a'', ''c''], ''mass'': [''m'', ''a''], ''velocity'': [''a'']}'
momentum	0	\displaystyle\epsilon=\epsilon_{0}\hat{a}^{n} (astro-ph9811072.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''n'', ''a'']}'
momentum	0	c=c_{0}a^{n}, (astro-ph9811073.tei)	7	6	'{''momentum'': [''a'', ''c''], ''mass'': [''a''], ''velocity'': [''n'', ''a'']}'
momentum	0	c=c_{0}a^{n} (astro-ph9811073.tei)	7	6	'{''momentum'': [''a'', ''c''], ''mass'': [''a''], ''velocity'': [''n'', ''a'']}'
momentum	0	\sigma_{ab}=-\sigma_{ba} (astro-ph9811390.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\phi^{\prime}_{a}=\phi_{a}-v_{a}. (astro-ph9811390.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''v'', ''a'']}'
momentum	0	u^{\mu}u_{\mu}=c_{0}^{2} (astro-ph9811390.tei)	7	6	'{''momentum'': [''c''], ''mass'': [''u''], ''velocity'': [''u'']}'
momentum	0	\alpha=\frac{\hat{a}}{3}T_{0}^{4}, (astro-ph9812063.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\alpha=\hat{a}T_{0}^{4}/3 (astro-ph9812063.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\chi=a\psi (astro-ph9903004.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	H_{1}={\cal H}_{1}/a (astro-ph9903004.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\psi^{\prime\prime}+\bigl{[}k^{2}-\frac{a^{\prime\prime}}{a}\bigr{]}\psi=0, (astro-ph9903004.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	H=(\ln{a})^{\cdot} (astro-ph9903004.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	2a^{2}H^{2}=2/\eta^{2} (astro-ph9903004.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\displaystyle\rho_{\gamma}=\rho_{\gamma 0}a^{-4}. (astro-ph9908023.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	\alpha=\log a (astro-ph9908023.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	x_{a}=2\beta/3 (astro-ph9908023.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	T^{b}_{a;b}=0 (astro-ph9909480.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
momentum	0	a_{eq}=10^{-4} (astro-ph9910214.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''e'', ''a'']}'
momentum	0	J=aM (astro-ph9911396.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''M'', ''a''], ''velocity'': [''a'']}'
momentum	0	\xi^{a}A_{a}=0 (astro-ph9911396.tei)	7	6	'{''momentum'': [''a''], ''mass'': [''a''], ''velocity'': [''a'']}'
'newton''s second law of motion'	2	\scriptstyle{\vec{F}=m\vec{a}} (Force.html)	11	1	'[''F'', ''m'', ''a'']'
'newton''s second law of motion'	2	\vec{F}=m\vec{a}. (Force.html)	11	1	'[''F'', ''m'', ''a'']'
'newton''s second law of motion'	2	F=ma (Statistical_physics.html)	11	1	'[''F'', ''m'', ''a'']'
'newton''s second law of motion'	2	F=m\cdot a (Jerk_(physics).html)	11	1	'[''F'', ''m'', ''a'']'
'newton''s second law of motion'	0	\sum_{n=1}^{m}(a_{n}+|a_{n}|) (Absolute_convergence.html)	8	2	'{''force'': [''a''], ''mass'': [''m''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	a=b=(m-1) (Atbash.html)	8	2	'{''force'': [''a''], ''mass'': [''m''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	r_{1}=a\cdot{m_{2}\over m_{1}+m_{2}}={a\over 1+m_{1}/m_{2}} (Binary_star.html)	8	2	'{''force'': [''a''], ''mass'': [''m''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	2	\scriptstyle{\vec{F}=m\vec{a}} (Force.html)	8	2	'{''force'': [''a''], ''mass'': [''m''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	2	\vec{F}=m\vec{a}. (Force.html)	8	2	'{''force'': [''a''], ''mass'': [''m''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	2	F=ma (Statistical_physics.html)	8	2	'{''force'': [''a''], ''mass'': [''m''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	'\rho=\rho_{m}(a)=\frac{\rho_{m_{0}}}{a^{3}}, (Hubble''s_law.html)'	8	2	'{''force'': [''a''], ''mass'': [''m''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	a=b=\sqrt{2m} (Hyperbola.html)	8	2	'{''force'': [''a''], ''mass'': [''m''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	2	F=m\cdot a (Jerk_(physics).html)	8	2	'{''force'': [''a''], ''mass'': [''m''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	m=Ia,\, (Magnetic_field.html)	8	2	'{''force'': [''a''], ''mass'': [''m''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	m=Ia (Magnetic_field.html)	8	2	'{''force'': [''a''], ''mass'': [''m''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	m_{12}=a|\phi_{1}-\phi_{2}|. (Mercator_projection.html)	8	2	'{''force'': [''a''], ''mass'': [''m''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	r_{m}=\frac{a}{2}=0.5\cdot a (Octahedron.html)	8	2	'{''force'': [''a''], ''mass'': [''m''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	2am+b=0 (Quadratic_formula.html)	8	2	'{''force'': [''a''], ''mass'': [''m''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	m=\frac{-b}{2a} (Quadratic_formula.html)	8	2	'{''force'': [''a''], ''mass'': [''m''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	r_{1}=\frac{m_{2}a}{(m_{1}+m_{2})} (Visual_binary.html)	8	2	'{''force'': [''a''], ''mass'': [''m''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\sum_{k=a}^{n-1}2^{k}=2^{n}-\sum_{k=0}^{a-1}2^{k}-1 (2_(number).html)	8	3	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
